frequencia,palabra,uso,definición,ejemplo
4065,hervir,v,to boil,el agua hierve sin fuego
4066,sereno,adj,"serene, calm","tras la tormenta, ya está muy sereno "
4067,retirado,adj,"retired, remote, secluded",jefes militares retirados y algunos en servicioactivo
4068,alerta,nf,alert,los programas de prevención y alertafuncionaron
4069,sinceridad,nf,sincerity,quizás usted dude de la sinceridad de misdeseos
4070,cátedra,nf,academic chair,trabajando en la cátedra de Teoría Literaria en la universidad
4071,refinado,adj,refined,me pareció el lugar más refinado y elegantedel mundo
4072,repertorio,nm,"repertoire, list, index","la abuela, dueña de un rico repertorio deleyendas y de mitos"
4073,plancha,nf,"(electric) iron, plate, sheet","una manchita que después, con la planchacaliente, ensucia toda la ropa"
4074,terraza,nf,"terrace, balcony",estaba en esa terraza suspendida que mirabaal mar
4075,gala,nf,gala (performance/dinner) ,será una gala a beneficio de la institución
4076,era,nf,"era, age",se vivía una era de paz y de progreso
4077,arranque,nm,"start, outburst, kick-start","la batería, el alternador, el motor de arranque,el sistema de luces"
4078,patada,nf,"kick, punt",le da una patada en el trasero
4079,disculpar,v,to excuse,no puedo disculpar una falta tan grande
4080,lapso,nm,lapse,"desde 1966, con un lapso intermedio depocos años"
4081,sudor,nm,"sweat, perspiration",gruesas gotas de sudor corren por su cuerpo
4082,apetito,nm,appetite,"era un hombre de mucho comer, de muchoapetito "
4083,íntimamente,adv,intimately,estos dos aspectos están íntimamentevinculados en nuestra ley
4084,indicación,nf,indication,ésta fue la primera indicación del tamaño denuestra galaxia
4085,perdurar,v,"to last, live on, endure",perduró durante muchos siglos
4086,aliado,nm,ally,cuando los aliados desembarcaron enNormandía en junio de 1944
4087,presidencia,nf,presidency,"en 1958, Jruschov obtuvo la presidencia delgobierno"
4088,maldito,adj,"damned, wretched",el calor de este maldito país es sin igual
4089,consejero,nm/f,"advisor, counselor ",agradezco al consejero por su información útil
4090,inundar,v,"to flood, inundate",una melodía alegre inunda la sala
4091,consigna,nf,"watchword, motto, slogan","la consigna mosquetera: «Todos para uno,uno para todos»"
4092,cortesía,nf,courtesy,él había tenido la cortesía de venir adespedirse muy temprano
4093,inmóvil,adj,"immovable, motionless","el está ahí, quieto, inmóvil"
4094,atributo,nm,"attribute, quality","la razón, la intuición, y la fantasía sonatributos del cerebro"
4095,furia,nf,"fury, rage","¡no estás obligado a nada!, dijo con furiainexplicable"
4096,grosero,adj,"crude, rude, crass",C. era el ejemplar del hombre grosero eirrespetuoso
4097,catalán,adj,Catalan,tenían un marcado acento catalán al hablar
4098,estatura,nf,"stature, height","mujer, blanca, 34 años, 1,70 de estatura, 59 kilogramos"
4099,vejez,nf,old age,quería vivir hasta la vejez con un marido leal
4100,terremoto,nm,earthquake,todo vibra porque un terremoto mueve esesitio de la tierra
4101,articular,v,to articulate,"tan asombrado como yo, no supo articularpalabra"
4102,tira,nf,"strip, strap",(Toma las tijeras) Con una tira de papelpegada atrás (Corta la tira)
4103,emisor,nm,"transmitter, emitter",lo detectamos por el sonido del emisor deradio que le ponemos
4104,relevante,adj,"relevant, significant","hay otro hecho aun más significativo,relevante y aún no afrontado"
4105,integridad,nf,integrity,siempre hemos admirado mucho tuintegridad y tu valentía
4106,autorización,nf,authorization,se penaliza la reproducción sin la autorizaciónde la mujer
4107,audaz,adj,"audacious, bold",posee aire entre audaz y adolescente
4108,seminario,nm,"seminar, seminary","hicieron unos cursos aquí, en el seminario deestudios teológicos"
4109,marea,nf,"wave, tide, ebb",se me sube la sangre en una marea de ira
4110,resentimiento,nm,resentment,albergaba un resentimiento por la pérdida degrandes áreas geográficas
4111,delincuente,nc,delinquent,hay delincuentes que se escudan en lainstitución policial
4112,debilitar,v,"to weaken, debilitate",contribuyen a debilitar el sistemainmunológico
4113,fingir,v,"to feign, pretend",era capaz de engañar y fingir inocencia
4114,igualar,v,"to equate, equalize ",donde se igualan o equivalen las texturas
4115,disfrazado,adj,disguised,"parecía disfrazado, muy diferente a las fotos"
4116,trepar,v,to climb,es necesario trepar tres o cuatro metros deempinada escalera
4117,mutuamente,adv,"mutually, each other",nos recordaremos mutuamente con cariño
4118,correctamente,adv,correctly,"uno puede hablar el español bien, correctamente, sin tener que cecear"
4119,ágil,adj,agile,"con un ágil movimiento, R. esquiva unaestocada"
4120,atrasado,adj,"behind, slow",el alumno sale más atrasado que cuandoentró
4121,esqueleto,nm,"skeleton, framework",detrás del esqueleto de un edificio enconstrucción
4122,indignación,nf,indignation,el rechazo y la enorme indignación queprodujeron sus asesinatos
4123,agradecido,adj,"grateful, thankful",estaba muy agradecido de tener trabajo
4124,adicional,adj,additional,además de esto hay un ingrediente adicional 
4125,escultura,nf,"sculpture, carving",posando al lado de un escultura de Cupidoapuntando con su arco
4126,condicionado,adj,conditioned,"Pávlov, autor de la teoría del reflejocondicionado "
4127,infinidad,nf,"infinity, countless",Buda ha tomado esta apariencia humanainfinidad de veces
4128,pilar,nm,"pillar, column",la observaba detrás de un pilar de madera delcorredor
4129,óptimo,adj,optimum ,el momento óptimo para animar a un público
4130,súbito,adj,sudden,un relámpago súbito ilumina la escena
4131,regular,v,"to regulate, adjust",necesita someterse a las leyes que regulan lavida espontánea
4132,vosotros,pron,you (subj-pl/+fam) ,"pero vosotros, sois más inteligentes"
4133,rematar,v,"to finish off, finish up",era el momento de rematar el final
4134,incomprensible,adj,incomprehensible ,"que se convirtiera en un juego irracional,incomprensible "
4135,independientemente,adv,independently,cada uno había aprendido a vivir independien-temente 
4136,percepción,nf,perception,allí M. tuvo una nueva percepción de lacalidad de vida
4137,minoría,nf,minority,"la Unión de Sudáfrica, dominada por unaminoría blanca"
4138,deterioro,nm,"deterioration, damage",ha provocado el deterioro de los frescos quedecoran las tumbas
4139,argumentar,v,"to argue, deduce",en los foros de discusión pueden argumentarlas propias opiniones
4140,guapo,adj,"handsome, beautiful",una muchacha muy bonita . . . muy guapa porcierto
4141,sanción,nf,"sanction, approval, penalty",los mecanismos punitivos (la aplicación de lassanciones)
4142,poblar,v,"to populate, inhabit",determinaron a poblar los territorios vírgenes
4143,contradecir,v,"to contradict, be inconsistent",¿no contradice eso la lógica simple?
4144,inmerso,adj,"engrossed, immersed","caminaba ensimismado, absorto, inmerso ensu mundo interior"
4145,manipular,v,"to manipulate, handle",se puso a manipular la cerradura de la puerta
4146,maleta,nf,"suitcase, case",entra en ese momento con una maleta llenade ropa
4147,faena,nf,"task, job, performance",la faena era más sencilla: limpiar los interioresde la casa
4148,regar,v,"to water, irrigate",de usar la manguera para regar el césped
4149,evocar,v,"to evoke, recall",su rostro evoca alguna imagen
4150,serpiente,nf,snake,otros reptiles eran las serpientes y los lagartos
4151,proveniente,adj,coming from,la entrada de plata en Europa proveniente delNuevo Mundo
4152,primordial,adj,"fundamental, primary",cumplen la misión primordial para la quenacieron
4153,agitación,nf,"agitation, excitement",su agitación nerviosa iba en aumento
4154,prosperar,v,"to prosper, thrive",el comerciante prosperó y amasó una fortuna
4155,ganancia,nf,"gain, profit",la cuenta de pérdidas y ganancias muestra elresultado de la actividad
4156,genético,adj,genetic,señalaba un marcador genético para laenfermedad de Huntington
4157,pino,nm,pine (tree),"los árboles más frecuentes son el alerce, elpino, y el abeto"
4158,arrasar,v,"to raze, ravage","se cortó, se derribó, se arrasó con todo"
4159,rebajar,v,to discount,el reloj se le había rebajado hasta quincepesos
4160,entrevistar,v,to interview,pude entrevistar para ABC a Segovia
4161,infeliz,adj,"unhappy, unfortunate","era una ciudad infeliz, con tremendosconflictos políticos"
4162,compacto,adj,"compact, dense",la obra incluye un vídeo y un disco compacto 
4163,llanto,nm,"crying, weeping",oyeron el llanto de un bebé
4164,ida,nf,"departure, first half of a trip","quitando el viaje, ¿un día de ida y otro devuelta, no?"
4165,criminal,adj,criminal,adoptó un código criminal especial paracontrolar la situación
4166,coherente,adj,"coherent, connected",no se le presentaba todavía como sucesióncoherente y ordenada
4167,falla,nf,"flaw, failure","a pesar de sus fallas, a pesar de las limita-ciones"
4168,contribución,nf,contribution,había tenido una contribución importante a laciencia médica
4169,burla,nf,"mockery, joke, trick",la hacemos objeto de una burla injuriosa
4170,seguidor,nm,"follower, supporter, fan","Mencio, uno de los principales seguidores de Confucio"
4171,estratégico,adj,strategic,"yo aguardaba, como dije, en mi posiciónestratégica"
4172,perla,nf,pearl,"la emperatriz luce perlas, rubíes y esmeraldas"
4173,ético,adj,ethical,discutieron muy poco sobre el aspecto éticode la cuestión
4174,integración,nf,integration,la aeronáutica acelera el ciclo de integraciónglobal
4175,enterado,adj,aware of,"no sé; tú, como músico, estás más enteradode esto"
4176,siesta,nf,"siesta, afternoon nap",dormía una siesta hasta las cuatro
4177,replicar,v,to reply,¡no tenemos estatutos! - le replicó don José
4178,incipiente,adj,"incipient, beginning",se está desarrollando una incipienteinfraestructura turística
4179,adornar,v,"to adorn, to decorate",unas rosas rojas adornan la mesa
4180,alternativo,adj,"alternating, alternative",unos períodos alternativos de tensión ydistensión
4181,expresivo,adj,expressive,su rostro expresivo reflejaba una tristezainfinita
4182,bigote,nm,mustache,aquel bien cuidado bigote que se desparramaba sobre sus labios
4183,concurrir,v,"to coincide, concur, meet",en las visicitudes que en estos momentosconcurren en mi persona
4184,niñez,nf,"childhood, infancy",¿cómo era la vida durante tu niñez? // ¡Muylinda!
4185,leña,nf,firewood,me propongo cortar mucha leña y quemarmucho carbón
4186,atardecer,nm,"evening, dusk","la luz tenue, enrojecida, de un atardecer depueblo"
4187,restaurar,v,"to restore, reinstate",intentaban restaurar a Bonaparte en el trono
4188,retrasar,v,"to delay, fall behind",me han retrasado dos semanas sobre la fechade cobro
4189,estatal,adj,"state, government-owned",se privatizó la empresa estatal de teléfonos
4190,interrogante,nc,"question, interrogator",el gran interrogante ahora es qué va a pasaren esa investigación
4191,palpar,v,"to feel, touch, fondle",para palpar la flacidez de mi carne
4192,perpetuo,adj,"continual, perpetual",el perpetuo tictac del reloj de péndulo
4193,lente,nmf,"lens, [pl] glasses",le instaló un lente óptica para conseguir unaimagen más clara
4194,compás,nm,"rhythm, time, compass","los ruidos de la casa y allá afuera, el compásde la lluvia"
4195,estéril,adj,"sterile, barren",la mujer es frígida y estéril o indiferente
4196,llanura,nf,"plain, prairie, plainness",la llanura china está rodeada de montañas por el norte y el oeste
4197,collar,nm,"collar, necklace",se compra un collar que se echa al cuello
4198,veneno,nm,"poison, venom",el veneno de la cobra asiática es muy tóxico
4199,mármol,nm,marble,"la escultura romana, especialmente lossarcófagos de mármol "
4200,biografía,nf,biography,me atreví a escribir esta biografía del héroe
4201,latente,adj,latent,andaba con un deseo de venganza latente 
4202,rebelión,nf,rebellion,la rebelión de Espartaco contra la esclavitudde los romanos
4203,hígado,nm,liver,en una cirrosis hepática o en un cáncer dehígado
4204,ladrón,nm,thief,el ladrón fue conducido a la inspección depolicía
4205,aparentar,v,to give the appearance,vestido de hombre para aparentar serlo
4206,holandés,adj,Dutch,conservador jefe de pintura flamenca yholandesa 
4207,tablero,nm,"board, panel",ese inmenso tablero de ajedrez
4208,enterrado,adj,buried,se halla enterrado por otros sedimentosacumulados
4209,imitación,nf,imitation,"para hacer este tipo de libros, a imitación deEstados Unidos"
4210,adelanto,nm,"advance, progress",la consideran un gran adelanto en laexploración del espacio
4211,celoso,adj,jealous,se volvió muy celoso de su suerte
4212,oscurecer,v,to get dark,temprano oscureció porque estaba nublado
4213,constitucional,adj,constitutional,la separación constitucional entre Iglesia yEstado
4214,intervalo,nm,"interval, gap",se repiten entre breves intervalos de silencio
4215,trago,nm,"swig, drink",se bebió de un solo trago toda la cerveza
4216,fracción,nf,fraction,en la primera fracción de segundo después del Big Bang
4217,convento,nm,"convent, monastery",se fueron al convento a buscar unas monjitas
4218,arroyo,nm,"brook, stream, gutter",cerca de un arroyo que pasa entre los árboles
4219,circular,adj,circular,un espacio circular con un techo que es comouna rueda 
4220,enlace,nm,"link, connection, bond",C. y J. contrajeron enlace matrimonial
4221,torcer,v,"to twist, bend, distort",le torció el brazo y logró que soltara la pistola
